name,company_number,jurisdiction_code,incorporation_date,dissolution_date,company_type,registry_url,branch,branch_status,inactive,current_status,created_at,updated_at,retrieved_at,opencorporates_url,previous_names,alternative_names,source,registered_address,registered_address_in_full,industry_codes,restricted_for_marketing,native_company_number
101 Airport Blvd 78 AL LLC,001-127-393,us_al,2024-03-20,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001127393,,,FALSE,Exists,2024-03-22T09:06:02+00:00,2024-03-22T09:06:02+00:00,2024-03-22T08:12:10+00:00,https://opencorporates.com/companies/us_al/001-127-393,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001127393', 'retrieved_at': '2024-03-22T08:12:10+00:00'}",,,[],,
"101 Arnold Street, LLC",001-116-016,us_al,2024-01-12,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001116016,,,FALSE,Exists,2024-04-20T19:50:19+00:00,2024-04-20T19:50:19+00:00,2024-04-20T12:51:30+00:00,https://opencorporates.com/companies/us_al/001-116-016,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001116016', 'retrieved_at': '2024-04-20T12:51:30+00:00'}",,,[],,
"101 CHURCH STREET, LLC",001-157-972,us_al,2024-10-09,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001157972,,,FALSE,Exists,2024-10-11T19:31:10+00:00,2024-10-11T19:31:10+00:00,2024-10-11T08:08:37+00:00,https://opencorporates.com/companies/us_al/001-157-972,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001157972', 'retrieved_at': '2024-10-11T08:08:37+00:00'}",,,[],,
101 Candlebrook LLC,001-145-094,us_al,2024-07-15,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001145094,,,FALSE,Exists,2024-07-17T16:01:02+00:00,2024-07-17T16:01:02+00:00,2024-07-17T08:03:37+00:00,https://opencorporates.com/companies/us_al/001-145-094,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001145094', 'retrieved_at': '2024-07-17T08:03:37+00:00'}",,,[],,
101 Distributors GA LLC,001-114-299,us_al,2024-01-03,,Foreign Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001114299,F,branch of an out-of-jurisdiction company,FALSE,Exists,2024-04-20T19:55:23+00:00,2024-04-20T19:55:25+00:00,2024-04-20T11:48:25+00:00,https://opencorporates.com/companies/us_al/001-114-299,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001114299', 'retrieved_at': '2024-04-20T11:48:25+00:00'}",,,[],,
101 Fieldstown Rd 71 AL LLC,001-116-413,us_al,2024-01-16,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001116413,,,FALSE,Exists,2024-01-18T08:50:39+00:00,2024-01-18T08:50:39+00:00,2024-01-18T08:02:44+00:00,https://opencorporates.com/companies/us_al/001-116-413,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001116413', 'retrieved_at': '2024-01-18T08:02:44+00:00'}",,,[],,
101 N Broadnax 81 AL LLC,001-150-829,us_al,2024-08-21,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001150829,,,FALSE,Exists,2024-08-24T04:11:17+00:00,2024-08-24T04:11:17+00:00,2024-08-23T08:08:29+00:00,https://opencorporates.com/companies/us_al/001-150-829,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001150829', 'retrieved_at': '2024-08-23T08:08:29+00:00'}",,,[],,
101 Smothers Road LLC,001-149-351,us_al,2024-08-12,,Foreign Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001149351,F,branch of an out-of-jurisdiction company,FALSE,Exists,2024-08-14T11:33:34+00:00,2024-08-14T11:33:46+00:00,2024-08-14T08:17:29+00:00,https://opencorporates.com/companies/us_al/001-149-351,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001149351', 'retrieved_at': '2024-08-14T08:17:29+00:00'}",,,[],,
"1012 CADILLAC AVE, LLC",001-121-847,us_al,2024-02-19,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001121847,,,FALSE,Exists,2024-02-21T09:00:30+00:00,2024-02-21T09:00:30+00:00,2024-02-21T08:01:20+00:00,https://opencorporates.com/companies/us_al/001-121-847,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001121847', 'retrieved_at': '2024-02-21T08:01:20+00:00'}",,,[],,
1019 Wholesale LLC,001-147-022,us_al,2024-07-28,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001147022,,,FALSE,Exists,2024-07-31T04:20:24+00:00,2024-07-31T04:20:24+00:00,2024-07-30T08:02:42+00:00,https://opencorporates.com/companies/us_al/001-147-022,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001147022', 'retrieved_at': '2024-07-30T08:02:42+00:00'}",,,[],,
102 Jerrie LLC,001-118-815,us_al,2024-01-30,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001118815,,,FALSE,Exists,2024-02-01T08:45:43+00:00,2024-02-01T08:45:43+00:00,2024-02-01T08:01:54+00:00,https://opencorporates.com/companies/us_al/001-118-815,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001118815', 'retrieved_at': '2024-02-01T08:01:54+00:00'}",,,[],,
"102 RP, LLC",001-142-622,us_al,2024-06-26,,Foreign Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001142622,F,branch of an out-of-jurisdiction company,FALSE,Exists,2024-06-29T01:57:24+00:00,2024-06-29T01:57:25+00:00,2024-06-28T08:08:38+00:00,https://opencorporates.com/companies/us_al/001-142-622,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001142622', 'retrieved_at': '2024-06-28T08:08:38+00:00'}",,,[],,
"1022 Jordan Lane, LLC, an individual protected series of AHJ Properties, a series LLC",001-134-798,us_al,2024-05-06,,Domestic Series Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001134798,,,FALSE,Exists,2024-05-09T01:30:30+00:00,2024-05-09T01:30:30+00:00,2024-05-08T08:02:56+00:00,https://opencorporates.com/companies/us_al/001-134-798,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001134798', 'retrieved_at': '2024-05-08T08:02:56+00:00'}",,,[],,
1040 Cares,001-151-727,us_al,2024-08-27,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001151727,,,FALSE,Exists,2024-08-29T16:11:39+00:00,2024-08-29T16:11:39+00:00,2024-08-29T08:09:39+00:00,https://opencorporates.com/companies/us_al/001-151-727,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001151727', 'retrieved_at': '2024-08-29T08:09:39+00:00'}",,,[],,
1040 Checkout LLC,001-138-076,us_al,2024-05-28,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001138076,,,FALSE,Exists,2024-05-30T11:20:40+00:00,2024-05-30T11:20:40+00:00,2024-05-30T08:07:00+00:00,https://opencorporates.com/companies/us_al/001-138-076,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001138076', 'retrieved_at': '2024-05-30T08:07:00+00:00'}",,,[],,
"1046 Black Bear Club Way, LLC",001-155-676,us_al,2024-09-24,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001155676,,,FALSE,Exists,2024-09-26T20:45:34+00:00,2024-09-26T20:45:34+00:00,2024-09-26T08:03:25+00:00,https://opencorporates.com/companies/us_al/001-155-676,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001155676', 'retrieved_at': '2024-09-26T08:03:25+00:00'}",,,[],,
105 Bridges Holding Company LLC,001-135-093,us_al,2024-05-07,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001135093,,,FALSE,Exists,2024-05-09T21:55:36+00:00,2024-05-09T21:55:36+00:00,2024-05-09T08:02:03+00:00,https://opencorporates.com/companies/us_al/001-135-093,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001135093', 'retrieved_at': '2024-05-09T08:02:03+00:00'}",,,[],,
"1054 Goldenrod Street, LLLP",001-148-871,us_al,2024-08-08,,Domestic Ltd. Liability Ltd. Partnership,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001148871,,,FALSE,Exists,2024-08-10T16:46:14+00:00,2024-08-10T16:46:14+00:00,2024-08-10T08:07:09+00:00,https://opencorporates.com/companies/us_al/001-148-871,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001148871', 'retrieved_at': '2024-08-10T08:07:09+00:00'}",,,[],,
"1054 Goldenrod, LLC",001-154-704,us_al,2024-09-17,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001154704,,,FALSE,Exists,2024-09-20T04:50:50+00:00,2024-09-20T04:50:50+00:00,2024-09-19T08:06:16+00:00,https://opencorporates.com/companies/us_al/001-154-704,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001154704', 'retrieved_at': '2024-09-19T08:06:16+00:00'}",,,[],,
106 Country Club Drive LLC,001-133-737,us_al,2024-04-29,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001133737,,,FALSE,Exists,2024-05-02T04:55:46+00:00,2024-05-02T04:55:46+00:00,2024-05-01T08:07:11+00:00,https://opencorporates.com/companies/us_al/001-133-737,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001133737', 'retrieved_at': '2024-05-01T08:07:11+00:00'}",,,[],,
106 JERRIE DALE DRIVE LLC,001-116-906,us_al,2024-01-19,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001116906,,,FALSE,Exists,2024-04-20T19:46:32+00:00,2024-04-20T19:46:32+00:00,2024-04-20T13:13:42+00:00,https://opencorporates.com/companies/us_al/001-116-906,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001116906', 'retrieved_at': '2024-04-20T13:13:42+00:00'}",,,[],,
"1064 7th St SE, LLC",001-156-896,us_al,2024-10-02,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001156896,,,FALSE,Exists,2024-10-04T19:45:28+00:00,2024-10-04T19:45:28+00:00,2024-10-04T08:02:56+00:00,https://opencorporates.com/companies/us_al/001-156-896,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001156896', 'retrieved_at': '2024-10-04T08:02:56+00:00'}",,,[],,
"""Arts In The Cove"" A Festival By The Sea",10267478,us_ak,2024-04-19,,Nonprofit Corporation,,,,FALSE,Good Standing,2024-04-22T05:05:35+00:00,2024-11-24T04:20:17+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10267478,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '110 STIKINE WAY', 'locality': 'COFFMAN COVE', 'region': 'AK', 'postal_code': '99918', 'country': 'UNITED STATES'}","110 STIKINE WAY, COFFMAN COVE, AK, 99918",[],,
(TNT) True North Transportation LLC,10285593,us_ak,2024-09-22,,Limited Liability Company,,,,FALSE,Good Standing,2024-09-24T04:05:15+00:00,2024-11-24T04:05:31+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10285593,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '19311 JASMINE RD ', 'locality': 'CHUGIAK ', 'region': 'AK', 'postal_code': '99567', 'country': 'UNITED STATES'}","19311 JASMINE RD , CHUGIAK , AK, 99567",[],,
1 Caring Family Home LLC,10284223,us_ak,2024-09-09,,Limited Liability Company,,,,FALSE,Good Standing,2024-09-11T04:10:25+00:00,2024-11-24T04:06:35+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10284223,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '821 N ST , STE 102', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99501', 'country': 'UNITED STATES'}","821 N ST , STE 102, ANCHORAGE, AK, 99501",[],,
100 RECORDS INC,10285444,us_ak,2024-09-20,,Business Corporation,,,,FALSE,Good Standing,2024-09-22T04:00:16+00:00,2024-11-24T04:05:32+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10285444,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '441 W 5TH AVE SUITE 405 #253', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99501', 'country': 'UNITED STATES'}","441 W 5TH AVE SUITE 405 #253, ANCHORAGE, AK, 99501",[],,
1000 Northern Lights Square Condominium,10278149,us_ak,2024-07-17,,Nonprofit Corporation,,,,FALSE,Good Standing,2024-07-19T07:15:18+00:00,2024-11-24T04:11:20+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10278149,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '911 W 8TH AVE STE 101', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99501', 'country': 'UNITED STATES'}","911 W 8TH AVE STE 101, ANCHORAGE, AK, 99501",[],,
"1009 W 30TH, LLC",10279122,us_ak,2024-07-25,,Limited Liability Company,,F,branch of an out-of-jurisdiction company,FALSE,Good Standing,2024-07-27T05:30:26+00:00,2024-11-24T04:10:38+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10279122,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '3401 E. 15TH AVE., UNIT 1B', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99508', 'country': 'UNITED STATES'}","3401 E. 15TH AVE., UNIT 1B, ANCHORAGE, AK, 99508",[],,
109 Cityview LLC,10291217,us_ak,2024-11-13,,Limited Liability Company,,,,FALSE,Good Standing,2024-11-16T04:05:45+00:00,2024-11-24T04:00:57+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10291217,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '109 W CITYVIEW AVE', 'locality': 'HOMER', 'region': 'AK', 'postal_code': '99603', 'country': 'UNITED STATES'}","109 W CITYVIEW AVE, HOMER, AK, 99603",[],,
"1099 Workers, LLC",10280687,us_ak,2024-08-07,,Limited Liability Company,,F,branch of an out-of-jurisdiction company,FALSE,Good Standing,2024-08-09T04:15:15+00:00,2024-11-24T04:09:26+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10280687,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '13010 MORRIS RD, SUITE 600', 'locality': 'ALPHARETTA', 'region': 'GA', 'postal_code': '30004', 'country': 'UNITED STATES'}","13010 MORRIS RD, SUITE 600, ALPHARETTA, GA, 30004",[],,
"10K CAFE, LLC",10283966,us_ak,2024-09-06,,Limited Liability Company,,F,branch of an out-of-jurisdiction company,FALSE,Good Standing,2024-09-08T04:15:17+00:00,2024-11-24T04:06:40+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10283966,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '515 E. 12TH AVE #6', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99501', 'country': 'UNITED STATES'}","515 E. 12TH AVE #6, ANCHORAGE, AK, 99501",[],,
1100 E Northern Lights LLC,10273597,us_ak,2024-06-11,,Limited Liability Company,,,,FALSE,Good Standing,2024-06-13T05:10:18+00:00,2024-11-24T04:14:34+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10273597,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '601 E NORTHERN LIGHTS BLVD', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99503', 'country': 'UNITED STATES'}","601 E NORTHERN LIGHTS BLVD, ANCHORAGE, AK, 99503",[],,
"1101 Sheep Creek Road, LLC",10283448,us_ak,2024-09-02,,Limited Liability Company,,,,FALSE,Good Standing,2024-09-04T04:15:18+00:00,2024-11-24T04:07:11+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10283448,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '1825 CROSSON AVENUE', 'locality': 'FAIRBANKS', 'region': 'AK', 'postal_code': '99701', 'country': 'UNITED STATES'}","1825 CROSSON AVENUE, FAIRBANKS, AK, 99701",[],,
112365 LLC,10290071,us_ak,2024-11-03,,Limited Liability Company,,,,FALSE,Good Standing,2024-11-06T09:00:53+00:00,2024-11-24T04:01:49+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10290071,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '3504 VINTAGE CIRCLE, ANCHORAGE', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99517', 'country': 'UNITED STATES'}","3504 VINTAGE CIRCLE, ANCHORAGE, ANCHORAGE, AK, 99517",[],,
1136 LLC,10273463,us_ak,2024-06-10,,Limited Liability Company,,,,FALSE,Good Standing,2024-06-12T04:55:28+00:00,2024-11-24T04:14:44+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10273463,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '1136 E. 66TH AVE.', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99507', 'country': 'UNITED STATES'}","1136 E. 66TH AVE., ANCHORAGE, AK, 99507",[],,
"11468 W Ballyshannon Dr, LLC",10263292,us_ak,2024-03-14,,Limited Liability Company,,,,FALSE,Good Standing,2024-03-16T04:20:36+00:00,2024-11-24T04:23:29+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10263292,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '3225 MCLEOD DR, SUITE 100', 'locality': 'LAS VEGAS', 'region': 'NV', 'postal_code': '89121', 'country': 'UNITED STATES'}","3225 MCLEOD DR, SUITE 100, LAS VEGAS, NV, 89121",[],,
11:11 Studio AK LLC,10273450,us_ak,2024-06-10,,Limited Liability Company,,,,FALSE,Good Standing,2024-06-12T04:55:28+00:00,2024-11-24T04:14:43+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10273450,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '2908 MORGAN LOOP, 166 E. POTTER DR.', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99516', 'country': 'UNITED STATES'}","2908 MORGAN LOOP, 166 E. POTTER DR., ANCHORAGE, AK, 99516",[],,
12 POINTS LLC,10280207,us_ak,2024-07-23,,Limited Liability Company,,F,branch of an out-of-jurisdiction company,FALSE,Good Standing,2024-08-04T05:36:47+00:00,2024-11-24T04:10:58+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10280207,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '1801 BROADWAY STE 1000', 'locality': 'DENVER', 'region': 'CO', 'postal_code': '80202', 'country': 'UNITED STATES'}","1801 BROADWAY STE 1000, DENVER, CO, 80202",[],,
"120 WATER, INC.",10265178,us_ak,2024-04-01,,Business Corporation,,F,branch of an out-of-jurisdiction company,FALSE,Good Standing,2024-04-03T04:10:19+00:00,2024-11-24T04:21:46+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10265178,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '5900 BALCONES DRIVE, STE 100', 'locality': 'AUSTIN', 'region': 'TX', 'postal_code': '78731', 'country': 'UNITED STATES'}","5900 BALCONES DRIVE, STE 100, AUSTIN, TX, 78731",[],,
"120peaks Consulting, LLC",10263537,us_ak,2024-03-17,,Limited Liability Company,,,,FALSE,Good Standing,2024-03-19T04:05:16+00:00,2024-11-24T04:23:14+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10263537,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '12225 GINAMI ST', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99516-2594', 'country': 'UNITED STATES'}","12225 GINAMI ST, ANCHORAGE, AK, 99516-2594",[],,
1210 LLC,10283543,us_ak,2024-09-03,,Limited Liability Company,,,,FALSE,Good Standing,2024-09-06T02:00:23+00:00,2024-11-24T04:07:07+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10283543,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '300 E 95TH CT.', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99515', 'country': 'UNITED STATES'}","300 E 95TH CT., ANCHORAGE, AK, 99515",[],,
1226 LLC,10279370,us_ak,2024-07-26,,Limited Liability Company,,,,FALSE,Good Standing,2024-07-28T05:25:15+00:00,2024-11-24T04:10:26+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10279370,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '1226 E 10TH AVE', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99501', 'country': 'UNITED STATES'}","1226 E 10TH AVE, ANCHORAGE, AK, 99501",[],,
"1226 S Chugach, LLC",10280081,us_ak,2024-08-01,,Limited Liability Company,,,,FALSE,Good Standing,2024-08-03T05:25:16+00:00,2024-11-24T04:09:54+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10280081,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '1226 S CHUGACH', 'locality': 'PALMER', 'region': 'AK', 'postal_code': '99645', 'country': 'UNITED STATES'}","1226 S CHUGACH, PALMER, AK, 99645",[],,
"12470 W Little John Dr, LLC",10263290,us_ak,2024-03-14,,Limited Liability Company,,,,FALSE,Good Standing,2024-03-16T04:20:19+00:00,2024-11-24T04:23:24+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10263290,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '3225 MCLEOD DR, SUITE 100', 'locality': 'LAS VEGAS', 'region': 'NV', 'postal_code': '89121', 'country': 'UNITED STATES'}","3225 MCLEOD DR, SUITE 100, LAS VEGAS, NV, 89121",[],,
12947 Woodbridge Street LLC,10286697,us_ak,2024-10-01,,Limited Liability Company,,F,branch of an out-of-jurisdiction company,FALSE,Good Standing,2024-10-03T04:00:32+00:00,2024-11-24T04:04:34+00:00,2024-11-23T09:10:16+00:00,https://opencorporates.com/companies/us_ak/10286697,[],[],"{'publisher': 'Alaska Department of Commerce, Community, and Economic Development', 'url': 'https://www.commerce.alaska.gov/cbp/main/search/entities', 'retrieved_at': '2024-11-23T09:10:16+00:00'}","{'street_address': '821 N ST , STE 102', 'locality': 'ANCHORAGE', 'region': 'AK', 'postal_code': '99501', 'country': 'UNITED STATES'}","821 N ST , STE 102, ANCHORAGE, AK, 99501",[],,
